IBGE,UF,Município,Tipologia IBGE
351110,SP,CATANDUVA,Urbano
351120,SP,CATIGUÁ,Urbano
351130,SP,CEDRAL,Urbano
351140,SP,CERQUEIRA CÉSAR,Urbano
351150,SP,CERQUILHO,Urbano
351160,SP,CESÁRIO LANGE,Rural Adjacente
351170,SP,CHARQUEADA,Urbano
351190,SP,CLEMENTINA,Intermediário Adjacente
351200,SP,COLINA,Urbano
351210,SP,COLÔMBIA,Urbano
351220,SP,CONCHAL,Urbano
351230,SP,CONCHAS,Intermediário Adjacente
351240,SP,CORDEIRÓPOLIS,Urbano
351250,SP,COROADOS,Urbano
351260,SP,CORONEL MACEDO,Intermediário Adjacente
351270,SP,CORUMBATAÍ,Rural Adjacente
351280,SP,COSMÓPOLIS,Urbano
351290,SP,COSMORAMA,Rural Adjacente
351300,SP,COTIA,Urbano
351310,SP,CRAVINHOS,Urbano
351330,SP,CRUZÁLIA,Rural Adjacente
351340,SP,CRUZEIRO,Urbano
351350,SP,CUBATÃO,Urbano
351360,SP,CUNHA,Intermediário Adjacente
351370,SP,DESCALVADO,Urbano
351380,SP,DIADEMA,Urbano
351385,SP,DIRCE REIS,Rural Adjacente
351390,SP,DIVINOLÂNDIA,Rural Adjacente
351400,SP,DOBRADA,Intermediário Adjacente
351410,SP,DOIS CÓRREGOS,Urbano
351420,SP,DOLCINÓPOLIS,Rural Adjacente
351430,SP,DOURADO,Intermediário Adjacente
351440,SP,DRACENA,Urbano
351450,SP,DUARTINA,Urbano
351460,SP,DUMONT,Intermediário Adjacente
351470,SP,ECHAPORÃ,Intermediário Adjacente
351480,SP,ELDORADO,Rural Adjacente
351490,SP,ELIAS FAUSTO,Rural Adjacente
351492,SP,ELISIÁRIO,Urbano
351495,SP,EMBAÚBA,Urbano
351500,SP,EMBU DAS ARTES,Urbano
351510,SP,EMBU-GUAÇU,Urbano
351512,SP,EMILIANÓPOLIS,Urbano
351515,SP,ENGENHEIRO COELHO,Urbano
351518,SP,ESPÍRITO SANTO DO PINHAL,Urbano
351519,SP,ESPÍRITO SANTO DO TURVO,Intermediário Adjacente
351520,SP,ESTRELA D'OESTE,Intermediário Adjacente
351530,SP,ESTRELA DO NORTE,Urbano
351535,SP,EUCLIDES DA CUNHA PAULISTA,Rural Adjacente
351540,SP,FARTURA,Urbano
351550,SP,FERNANDÓPOLIS,Urbano
351560,SP,FERNANDO PRESTES,Rural Adjacente
351565,SP,FERNÃO,Rural Adjacente
351570,SP,FERRAZ DE VASCONCELOS,Urbano
351580,SP,FLORA RICA,Rural Adjacente
351590,SP,FLOREAL,Rural Adjacente
351600,SP,FLÓRIDA PAULISTA,Rural Adjacente
351610,SP,FLORÍNIA,Rural Adjacente
351620,SP,FRANCA,Urbano
351630,SP,FRANCISCO MORATO,Urbano
351640,SP,FRANCO DA ROCHA,Urbano
351650,SP,GABRIEL MONTEIRO,Rural Adjacente
351660,SP,GÁLIA,Rural Adjacente
351670,SP,GARÇA,Urbano
351685,SP,GAVIÃO PEIXOTO,Urbano
351690,SP,GENERAL SALGADO,Intermediário Adjacente
351700,SP,GETULINA,Rural Adjacente
351710,SP,GLICÉRIO,Rural Adjacente
351720,SP,GUAIÇARA,Rural Adjacente
351730,SP,GUAIMBÊ,Intermediário Adjacente
351740,SP,GUAÍRA,Urbano
351750,SP,GUAPIAÇU,Urbano
351760,SP,GUAPIARA,Rural Adjacente
351770,SP,GUARÁ,Urbano
351780,SP,GUARAÇAÍ,Intermediário Adjacente
351790,SP,GUARACI,Intermediário Adjacente
351800,SP,GUARANI D'OESTE,Rural Adjacente
351810,SP,GUARANTÃ,Intermediário Adjacente
351820,SP,GUARARAPES,Urbano
351830,SP,GUARAREMA,Rural Adjacente
351840,SP,GUARATINGUETÁ,Urbano
351850,SP,GUAREÍ,Rural Adjacente
351860,SP,GUARIBA,Urbano
351870,SP,GUARUJÁ,Urbano
351880,SP,GUARULHOS,Urbano
351885,SP,GUATAPARÁ,Intermediário Adjacente
351890,SP,GUZOLÂNDIA,Intermediário Adjacente
351900,SP,HERCULÂNDIA,Intermediário Adjacente
351905,SP,HOLAMBRA,Rural Adjacente
351907,SP,HORTOLÂNDIA,Urbano
351910,SP,IACANGA,Intermediário Adjacente
351920,SP,IACRI,Intermediário Adjacente
351925,SP,IARAS,Rural Adjacente
351930,SP,IBATÉ,Urbano
351940,SP,IBIRÁ,Intermediário Adjacente
351950,SP,IBIRAREMA,Intermediário Adjacente
351960,SP,IBITINGA,Urbano
351970,SP,IBIÚNA,Rural Adjacente
351980,SP,ICÉM,Intermediário Adjacente
351990,SP,IEPÊ,Intermediário Adjacente
352000,SP,IGARAÇU DO TIETÊ,Urbano
352010,SP,IGARAPAVA,Urbano
352020,SP,IGARATÁ,Rural Adjacente
352030,SP,IGUAPE,Intermediário Adjacente
352040,SP,ILHABELA,Urbano
352042,SP,ILHA COMPRIDA,Intermediário Adjacente
352044,SP,ILHA SOLTEIRA,Urbano
352050,SP,INDAIATUBA,Urbano
352070,SP,INDIAPORÃ,Rural Adjacente
352080,SP,INÚBIA PAULISTA,Urbano
352090,SP,IPAUSSU,Urbano
352100,SP,IPERÓ,Urbano
352110,SP,IPEÚNA,Urbano
352115,SP,IPIGUÁ,Urbano
352120,SP,IPORANGA,Rural Adjacente
352130,SP,IPUÃ,Urbano
352140,SP,IRACEMÁPOLIS,Urbano
352150,SP,IRAPUÃ,Intermediário Adjacente
352160,SP,IRAPURU,Rural Adjacente
352170,SP,ITABERÁ,Intermediário Adjacente
352180,SP,ITAÍ,Urbano
352190,SP,ITAJOBI,Urbano
352200,SP,ITAJU,Rural Adjacente
352210,SP,ITANHAÉM,Urbano
352215,SP,ITAÓCA,Rural Adjacente
352220,SP,ITAPECERICA DA SERRA,Urbano
352230,SP,ITAPETININGA,Urbano
352240,SP,ITAPEVA,Urbano
352250,SP,ITAPEVI,Urbano
352260,SP,ITAPIRA,Urbano
352265,SP,ITAPIRAPUÃ PAULISTA,Rural Adjacente
352270,SP,ITÁPOLIS,Urbano
352280,SP,ITAPORANGA,Rural Adjacente
352290,SP,ITAPUÍ,Urbano
352300,SP,ITAPURA,Intermediário Adjacente
352310,SP,ITAQUAQUECETUBA,Urbano
352320,SP,ITARARÉ,Urbano
352330,SP,ITARIRI,Rural Adjacente
352340,SP,ITATIBA,Urbano
352350,SP,ITATINGA,Urbano
352360,SP,ITIRAPINA,Urbano
352370,SP,ITIRAPUÃ,Urbano
352380,SP,ITOBI,Intermediário Adjacente
352390,SP,ITU,Urbano
352400,SP,ITUPEVA,Urbano
352410,SP,ITUVERAVA,Urbano
352420,SP,JABORANDI,Intermediário Adjacente
352430,SP,JABOTICABAL,Urbano
352440,SP,JACAREÍ,Urbano
352450,SP,JACI,Urbano
352460,SP,JACUPIRANGA,Intermediário Adjacente
352470,SP,JAGUARIÚNA,Urbano
352490,SP,JAMBEIRO,Urbano
352500,SP,JANDIRA,Urbano
352510,SP,JARDINÓPOLIS,Urbano
352520,SP,JARINU,Urbano
352530,SP,JAÚ,Urbano
352540,SP,JERIQUARA,Rural Adjacente
352550,SP,JOANÓPOLIS,Rural Adjacente
352560,SP,JOÃO RAMALHO,Rural Adjacente
352570,SP,JOSÉ BONIFÁCIO,Urbano
352580,SP,JÚLIO MESQUITA,Intermediário Adjacente
352585,SP,JUMIRIM,Rural Adjacente
352590,SP,JUNDIAÍ,Urbano
352600,SP,JUNQUEIRÓPOLIS,Urbano
352610,SP,JUQUIÁ,Rural Adjacente
352620,SP,JUQUITIBA,Rural Adjacente
352630,SP,LAGOINHA,Rural Adjacente
352640,SP,LARANJAL PAULISTA,Urbano
352650,SP,LAVÍNIA,Intermediário Adjacente
352660,SP,LAVRINHAS,Urbano
352670,SP,LEME,Urbano
352680,SP,LENÇÓIS PAULISTA,Urbano
352690,SP,LIMEIRA,Urbano
352700,SP,LINDÓIA,Intermediário Adjacente
352710,SP,LINS,Urbano
352720,SP,LORENA,Urbano
352725,SP,LOURDES,Rural Adjacente
352730,SP,LOUVEIRA,Urbano
352740,SP,LUCÉLIA,Urbano
352750,SP,LUCIANÓPOLIS,Rural Adjacente
352760,SP,LUÍS ANTÔNIO,Urbano
352770,SP,LUIZIÂNIA,Intermediário Adjacente
352780,SP,LUPÉRCIO,Rural Adjacente
352790,SP,LUTÉCIA,Rural Adjacente
352800,SP,MACATUBA,Urbano
352810,SP,MACAUBAL,Intermediário Adjacente
352820,SP,MACEDÔNIA,Rural Adjacente
352830,SP,MAGDA,Rural Adjacente
352840,SP,MAIRINQUE,Urbano
352850,SP,MAIRIPORÃ,Urbano
352860,SP,MANDURI,Intermediário Adjacente
352870,SP,MARABÁ PAULISTA,Rural Adjacente
352880,SP,MARACAÍ,Intermediário Adjacente
352885,SP,MARAPOAMA,Urbano
352890,SP,MARIÁPOLIS,Urbano
352910,SP,MARINÓPOLIS,Rural Adjacente
352920,SP,MARTINÓPOLIS,Urbano
352930,SP,MATÃO,Urbano
352940,SP,MAUÁ,Urbano
352950,SP,MENDONÇA,Intermediário Adjacente
352960,SP,MERIDIANO,Rural Adjacente
352965,SP,MESÓPOLIS,Rural Adjacente
352970,SP,MIGUELÓPOLIS,Urbano
352980,SP,MINEIROS DO TIETÊ,Urbano
352990,SP,MIRACATU,Rural Adjacente
353000,SP,MIRA ESTRELA,Rural Adjacente
353010,SP,MIRANDÓPOLIS,Urbano
353020,SP,MIRANTE DO PARANAPANEMA,Rural Adjacente
353030,SP,MIRASSOL,Urbano
353040,SP,MIRASSOLÂNDIA,Urbano
353050,SP,MOCOCA,Urbano
353060,SP,MOGI DAS CRUZES,Urbano
353070,SP,MOGI GUAÇU,Urbano
353080,SP,MOGI MIRIM,Urbano
353090,SP,MOMBUCA,Rural Adjacente
353100,SP,MONÇÕES,Rural Adjacente
353110,SP,MONGAGUÁ,Urbano
353120,SP,MONTE ALEGRE DO SUL,Urbano
353130,SP,MONTE ALTO,Urbano
353140,SP,MONTE APRAZÍVEL,Urbano
353150,SP,MONTE AZUL PAULISTA,Urbano
353160,SP,MONTE CASTELO,Intermediário Adjacente
353170,SP,MONTEIRO LOBATO,Urbano
353180,SP,MONTE MOR,Urbano
353190,SP,MORRO AGUDO,Urbano
353200,SP,MORUNGABA,Rural Adjacente
353205,SP,MOTUCA,Intermediário Adjacente
353210,SP,MURUTINGA DO SUL,Rural Adjacente
353215,SP,NANTES,Rural Adjacente
353220,SP,NARANDIBA,Urbano
353230,SP,NATIVIDADE DA SERRA,Rural Adjacente
353240,SP,NAZARÉ PAULISTA,Rural Adjacente
353250,SP,NEVES PAULISTA,Urbano
353260,SP,NHANDEARA,Rural Adjacente
353270,SP,NIPOÃ,Intermediário Adjacente
353280,SP,NOVA ALIANÇA,Urbano
353282,SP,NOVA CAMPINA,Rural Adjacente
353284,SP,NOVA CANAÃ PAULISTA,Rural Adjacente
353286,SP,NOVA CASTILHO,Rural Adjacente
353300,SP,NOVA GRANADA,Urbano
353310,SP,NOVA GUATAPORANGA,Rural Adjacente
353320,SP,NOVA INDEPENDÊNCIA,Rural Adjacente
353325,SP,NOVAIS,Urbano
353330,SP,NOVA LUZITÂNIA,Intermediário Adjacente
353340,SP,NOVA ODESSA,Urbano
353350,SP,NOVO HORIZONTE,Urbano
353360,SP,NUPORANGA,Intermediário Adjacente
353370,SP,OCAUÇU,Rural Adjacente
353380,SP,ÓLEO,Rural Adjacente
353390,SP,OLÍMPIA,Urbano
353400,SP,ONDA VERDE,Rural Adjacente
353410,SP,ORIENTE,Urbano
353420,SP,ORINDIÚVA,Intermediário Adjacente
353430,SP,ORLÂNDIA,Urbano
353440,SP,OSASCO,Urbano
353450,SP,OSCAR BRESSANE,Rural Adjacente
353460,SP,OSVALDO CRUZ,Urbano
353470,SP,OURINHOS,Urbano
353475,SP,OUROESTE,Intermediário Adjacente
353480,SP,OURO VERDE,Intermediário Adjacente
353490,SP,PACAEMBU,Urbano
353500,SP,PALESTINA,Rural Adjacente
353510,SP,PALMARES PAULISTA,Urbano
353520,SP,PALMEIRA D'OESTE,Rural Adjacente
353530,SP,PALMITAL,Urbano
353540,SP,PANORAMA,Urbano
353550,SP,PARAGUAÇU PAULISTA,Urbano
353560,SP,PARAIBUNA,Rural Adjacente
353570,SP,PARAÍSO,Intermediário Adjacente
353580,SP,PARANAPANEMA,Intermediário Adjacente
353590,SP,PARANAPUÃ,Intermediário Adjacente
353600,SP,PARAPUÃ,Intermediário Adjacente
353610,SP,PARDINHO,Rural Adjacente
353620,SP,PARIQUERA-AÇU,Intermediário Adjacente
353625,SP,PARISI,Rural Adjacente
353630,SP,PATROCÍNIO PAULISTA,Urbano
353640,SP,PAULICÉIA,Rural Adjacente
353650,SP,PAULÍNIA,Urbano
353657,SP,PAULISTÂNIA,Rural Adjacente
353660,SP,PAULO DE FARIA,Intermediário Adjacente
353670,SP,PEDERNEIRAS,Urbano
353680,SP,PEDRA BELA,Rural Adjacente
353690,SP,PEDRANÓPOLIS,Rural Adjacente
353710,SP,PEDREIRA,Urbano
353715,SP,PEDRINHAS PAULISTA,Rural Adjacente
353720,SP,PEDRO DE TOLEDO,Rural Adjacente
353730,SP,PENÁPOLIS,Urbano
353740,SP,PEREIRA BARRETO,Urbano
353750,SP,PEREIRAS,Rural Adjacente
353760,SP,PERUÍBE,Urbano
353770,SP,PIACATU,Intermediário Adjacente
353780,SP,PIEDADE,Rural Adjacente
353790,SP,PILAR DO SUL,Intermediário Adjacente
353800,SP,PINDAMONHANGABA,Urbano
353810,SP,PINDORAMA,Urbano
353820,SP,PINHALZINHO,Rural Adjacente
353830,SP,PIQUEROBI,Rural Adjacente
353850,SP,PIQUETE,Urbano
353860,SP,PIRACAIA,Intermediário Adjacente
353870,SP,PIRACICABA,Urbano
353880,SP,PIRAJU,Urbano
353890,SP,PIRAJUÍ,Urbano
353900,SP,PIRANGI,Intermediário Adjacente
353910,SP,PIRAPORA DO BOM JESUS,Urbano
353920,SP,PIRAPOZINHO,Urbano
353930,SP,PIRASSUNUNGA,Urbano
353940,SP,PIRATININGA,Urbano
353950,SP,PITANGUEIRAS,Urbano
353960,SP,PLANALTO,Intermediário Adjacente
353970,SP,PLATINA,Rural Adjacente
353980,SP,POÁ,Urbano
353990,SP,POLONI,Intermediário Adjacente
354000,SP,POMPÉIA,Urbano
354010,SP,PONGAÍ,Rural Adjacente
354020,SP,PONTAL,Urbano
354025,SP,PONTALINDA,Rural Adjacente
354030,SP,PONTES GESTAL,Rural Adjacente
354040,SP,POPULINA,Intermediário Adjacente
354050,SP,PORANGABA,Rural Adjacente
354060,SP,PORTO FELIZ,Urbano
354070,SP,PORTO FERREIRA,Urbano
354075,SP,POTIM,Urbano
354080,SP,POTIRENDABA,Urbano
354085,SP,PRACINHA,Urbano
354090,SP,PRADÓPOLIS,Urbano
354100,SP,PRAIA GRANDE,Urbano
354105,SP,PRATÂNIA,Rural Adjacente
354120,SP,PRESIDENTE BERNARDES,Urbano
354130,SP,PRESIDENTE EPITÁCIO,Urbano
354140,SP,PRESIDENTE PRUDENTE,Urbano
354150,SP,PRESIDENTE VENCESLAU,Urbano
354160,SP,PROMISSÃO,Urbano
354165,SP,QUADRA,Rural Adjacente
354170,SP,QUATÁ,Urbano
354180,SP,QUEIROZ,Rural Adjacente
354190,SP,QUELUZ,Rural Adjacente
354200,SP,QUINTANA,Intermediário Adjacente
354210,SP,RAFARD,Urbano
354220,SP,RANCHARIA,Urbano
354230,SP,REDENÇÃO DA SERRA,Urbano
354240,SP,REGENTE FEIJÓ,Urbano
354250,SP,REGINÓPOLIS,Rural Adjacente
354260,SP,REGISTRO,Urbano
354270,SP,RESTINGA,Urbano
354280,SP,RIBEIRA,Rural Adjacente
354290,SP,RIBEIRÃO BONITO,Intermediário Adjacente
354300,SP,RIBEIRÃO BRANCO,Rural Adjacente
354310,SP,RIBEIRÃO CORRENTE,Urbano
354320,SP,RIBEIRÃO DO SUL,Rural Adjacente
354323,SP,RIBEIRÃO DOS ÍNDIOS,Rural Adjacente
354325,SP,RIBEIRÃO GRANDE,Rural Adjacente
354330,SP,RIBEIRÃO PIRES,Urbano
354340,SP,RIBEIRÃO PRETO,Urbano
354350,SP,RIVERSUL,Rural Adjacente
354360,SP,RIFAINA,Rural Adjacente
354370,SP,RINCÃO,Urbano
354380,SP,RINÓPOLIS,Intermediário Adjacente
354390,SP,RIO CLARO,Urbano
354400,SP,RIO DAS PEDRAS,Urbano
354410,SP,RIO GRANDE DA SERRA,Urbano
354420,SP,RIOLÂNDIA,Intermediário Adjacente
354425,SP,ROSANA,Urbano
354430,SP,ROSEIRA,Urbano
354440,SP,RUBIÁCEA,Rural Adjacente
354450,SP,RUBINÉIA,Urbano
354460,SP,SABINO,Intermediário Adjacente
354470,SP,SAGRES,Rural Adjacente
354480,SP,SALES,Intermediário Adjacente
354490,SP,SALES OLIVEIRA,Intermediário Adjacente
354500,SP,SALESÓPOLIS,Urbano
354510,SP,SALMOURÃO,Intermediário Adjacente
354520,SP,SALTO,Urbano
354530,SP,SALTO DE PIRAPORA,Urbano
354540,SP,SALTO GRANDE,Intermediário Adjacente
354550,SP,SANDOVALINA,Rural Adjacente
354560,SP,SANTA ADÉLIA,Urbano
354570,SP,SANTA ALBERTINA,Intermediário Adjacente
354580,SP,SANTA BÁRBARA D'OESTE,Urbano
354600,SP,SANTA BRANCA,Urbano
354610,SP,SANTA CLARA D'OESTE,Urbano
354620,SP,SANTA CRUZ DA CONCEIÇÃO,Rural Adjacente
354625,SP,SANTA CRUZ DA ESPERANÇA,Urbano
354630,SP,SANTA CRUZ DAS PALMEIRAS,Urbano
354640,SP,SANTA CRUZ DO RIO PARDO,Urbano
354650,SP,SANTA ERNESTINA,Intermediário Adjacente
354660,SP,SANTA FÉ DO SUL,Urbano
354670,SP,SANTA GERTRUDES,Urbano
354680,SP,SANTA ISABEL,Urbano
354690,SP,SANTA LÚCIA,Urbano
354700,SP,SANTA MARIA DA SERRA,Intermediário Adjacente
354710,SP,SANTA MERCEDES,Rural Adjacente
354720,SP,SANTANA DA PONTE PENSA,Urbano
354730,SP,SANTANA DE PARNAÍBA,Urbano
354740,SP,SANTA RITA D'OESTE,Urbano
354750,SP,SANTA RITA DO PASSA QUATRO,Urbano
354760,SP,SANTA ROSA DE VITERBO,Urbano
354765,SP,SANTA SALETE,Rural Adjacente
354770,SP,SANTO ANASTÁCIO,Urbano
354780,SP,SANTO ANDRÉ,Urbano
354790,SP,SANTO ANTÔNIO DA ALEGRIA,Rural Adjacente
354800,SP,SANTO ANTÔNIO DE POSSE,Urbano
354805,SP,SANTO ANTÔNIO DO ARACANGUÁ,Rural Adjacente
354810,SP,SANTO ANTÔNIO DO JARDIM,Rural Adjacente
354820,SP,SANTO ANTÔNIO DO PINHAL,Rural Adjacente
354830,SP,SANTO EXPEDITO,Urbano
354840,SP,SANTÓPOLIS DO AGUAPEÍ,Intermediário Adjacente
354850,SP,SANTOS,Urbano
354860,SP,SÃO BENTO DO SAPUCAÍ,Rural Adjacente
354870,SP,SÃO BERNARDO DO CAMPO,Urbano
354880,SP,SÃO CAETANO DO SUL,Urbano
354890,SP,SÃO CARLOS,Urbano
354900,SP,SÃO FRANCISCO,Rural Adjacente
354910,SP,SÃO JOÃO DA BOA VISTA,Urbano
354920,SP,SÃO JOÃO DAS DUAS PONTES,Rural Adjacente
354925,SP,SÃO JOÃO DE IRACEMA,Rural Adjacente
354940,SP,SÃO JOAQUIM DA BARRA,Urbano
354950,SP,SÃO JOSÉ DA BELA VISTA,Intermediário Adjacente
354960,SP,SÃO JOSÉ DO BARREIRO,Rural Adjacente
354970,SP,SÃO JOSÉ DO RIO PARDO,Urbano
354980,SP,SÃO JOSÉ DO RIO PRETO,Urbano
354990,SP,SÃO JOSÉ DOS CAMPOS,Urbano
354995,SP,SÃO LOURENÇO DA SERRA,Urbano
355000,SP,SÃO LUÍS DO PARAITINGA,Rural Adjacente
355010,SP,SÃO MANUEL,Urbano
355020,SP,SÃO MIGUEL ARCANJO,Intermediário Adjacente
355030,SP,SÃO PAULO,Urbano
355040,SP,SÃO PEDRO,Intermediário Adjacente
355050,SP,SÃO PEDRO DO TURVO,Rural Adjacente
355060,SP,SÃO ROQUE,Urbano
355070,SP,SÃO SEBASTIÃO,Urbano
355080,SP,SÃO SEBASTIÃO DA GRAMA,Rural Adjacente
355090,SP,SÃO SIMÃO,Urbano
355100,SP,SÃO VICENTE,Urbano
355110,SP,SARAPUÍ,Rural Adjacente
355120,SP,SARUTAIÁ,Rural Adjacente
355130,SP,SEBASTIANÓPOLIS DO SUL,Rural Adjacente
355140,SP,SERRA AZUL,Urbano
355150,SP,SERRANA,Urbano
355160,SP,SERRA NEGRA,Intermediário Adjacente
355170,SP,SERTÃOZINHO,Urbano
355180,SP,SETE BARRAS,Rural Adjacente
355190,SP,SEVERÍNIA,Urbano
355200,SP,SILVEIRAS,Rural Adjacente
355210,SP,SOCORRO,Intermediário Adjacente
355220,SP,SOROCABA,Urbano
355230,SP,SUD MENNUCCI,Rural Adjacente
355240,SP,SUMARÉ,Urbano
355250,SP,SUZANO,Urbano
355255,SP,SUZANÁPOLIS,Rural Adjacente
355260,SP,TABAPUÃ,Urbano
355270,SP,TABATINGA,Urbano
355280,SP,TABOÃO DA SERRA,Urbano
355290,SP,TACIBA,Urbano
355300,SP,TAGUAÍ,Intermediário Adjacente
355310,SP,TAIAÇU,Intermediário Adjacente
355320,SP,TAIÚVA,Intermediário Adjacente
355330,SP,TAMBAÚ,Urbano
355340,SP,TANABI,Urbano
355350,SP,TAPIRAÍ,Rural Adjacente
355365,SP,TAQUARAL,Rural Adjacente
355370,SP,TAQUARITINGA,Urbano
355380,SP,TAQUARITUBA,Urbano
355385,SP,TAQUARIVAÍ,Rural Adjacente
355390,SP,TARABAI,Urbano
355395,SP,TARUMÃ,Urbano
355400,SP,TATUÍ,Urbano
355410,SP,TAUBATÉ,Urbano
355420,SP,TEJUPÁ,Rural Adjacente
355430,SP,TEODORO SAMPAIO,Urbano
355440,SP,TERRA ROXA,Intermediário Adjacente
355450,SP,TIETÊ,Urbano
355460,SP,TIMBURI,Rural Adjacente
355465,SP,TORRE DE PEDRA,Rural Adjacente
355470,SP,TORRINHA,Intermediário Adjacente
355475,SP,TRABIJU,Rural Adjacente
355480,SP,TREMEMBÉ,Urbano
355490,SP,TRÊS FRONTEIRAS,Urbano
355495,SP,TUIUTI,Rural Adjacente
355500,SP,TUPÃ,Urbano
355510,SP,TUPI PAULISTA,Urbano
355520,SP,TURIÚBA,Rural Adjacente
355530,SP,TURMALINA,Rural Adjacente
355535,SP,UBARANA,Intermediário Adjacente
355540,SP,UBATUBA,Urbano
355550,SP,UBIRAJARA,Rural Adjacente
355560,SP,UCHOA,Urbano
355570,SP,UNIÃO PAULISTA,Rural Adjacente
355580,SP,URÂNIA,Intermediário Adjacente
355590,SP,URU,Rural Adjacente
355600,SP,URUPÊS,Urbano
355610,SP,VALENTIM GENTIL,Intermediário Adjacente
355620,SP,VALINHOS,Urbano
355630,SP,VALPARAÍSO,Urbano
355635,SP,VARGEM,Rural Adjacente
355640,SP,VARGEM GRANDE DO SUL,Urbano
355645,SP,VARGEM GRANDE PAULISTA,Urbano
355650,SP,VÁRZEA PAULISTA,Urbano
355660,SP,VERA CRUZ,Urbano
355670,SP,VINHEDO,Urbano
355680,SP,VIRADOURO,Urbano
355690,SP,VISTA ALEGRE DO ALTO,Intermediário Adjacente
355695,SP,VITÓRIA BRASIL,Rural Adjacente
355700,SP,VOTORANTIM,Urbano
355715,SP,ZACARIAS,Rural Adjacente
355720,SP,CHAVANTES,Intermediário Adjacente
355730,SP,ESTIVA GERBI,Urbano
410010,PR,ABATIÁ,Rural Adjacente
410020,PR,ADRIANÓPOLIS,Rural Adjacente
410030,PR,AGUDOS DO SUL,Rural Adjacente
410040,PR,ALMIRANTE TAMANDARÉ,Urbano
410045,PR,ALTAMIRA DO PARANÁ,Rural Adjacente
410050,PR,ALTÔNIA,Intermediário Adjacente
410060,PR,ALTO PARANÁ,Rural Adjacente
410070,PR,ALTO PIQUIRI,Rural Adjacente
410080,PR,ALVORADA DO SUL,Rural Adjacente
410090,PR,AMAPORÃ,Rural Adjacente
410100,PR,AMPÉRE,Urbano
410105,PR,ANAHY,Rural Adjacente
410110,PR,ANDIRÁ,Urbano
410115,PR,ÂNGULO,Rural Adjacente
410120,PR,ANTONINA,Intermediário Adjacente
410130,PR,ANTÔNIO OLINTO,Rural Adjacente
410140,PR,APUCARANA,Urbano
410150,PR,ARAPONGAS,Urbano
410160,PR,ARAPOTI,Urbano
410165,PR,ARAPUÃ,Rural Adjacente
410170,PR,ARARUNA,Rural Adjacente
410180,PR,ARAUCÁRIA,Urbano
410185,PR,ARIRANHA DO IVAÍ,Rural Adjacente
410190,PR,ASSAÍ,Urbano
410200,PR,ASSIS CHATEAUBRIAND,Intermediário Adjacente
410210,PR,ASTORGA,Urbano
410220,PR,ATALAIA,Intermediário Adjacente
410230,PR,BALSA NOVA,Urbano
410240,PR,BANDEIRANTES,Urbano
410250,PR,BARBOSA FERRAZ,Rural Adjacente
410260,PR,BARRACÃO,Intermediário Adjacente
410270,PR,BARRA DO JACARÉ,Rural Adjacente
410275,PR,BELA VISTA DA CAROBA,Rural Adjacente
410280,PR,BELA VISTA DO PARAÍSO,Urbano
410290,PR,BITURUNA,Rural Adjacente
410300,PR,BOA ESPERANÇA,Rural Adjacente
410302,PR,BOA ESPERANÇA DO IGUAÇU,Rural Adjacente
410304,PR,BOA VENTURA DE SÃO ROQUE,Rural Adjacente
410305,PR,BOA VISTA DA APARECIDA,Rural Adjacente
410310,PR,BOCAIÚVA DO SUL,Urbano
410315,PR,BOM JESUS DO SUL,Rural Adjacente
410322,PR,BOM SUCESSO DO SUL,Rural Adjacente
410330,PR,BORRAZÓPOLIS,Intermediário Adjacente
410335,PR,BRAGANEY,Rural Adjacente
410337,PR,BRASILÂNDIA DO SUL,Rural Adjacente
410340,PR,CAFEARA,Rural Adjacente
410345,PR,CAFELÂNDIA,Urbano
410347,PR,CAFEZAL DO SUL,Rural Adjacente
410350,PR,CALIFÓRNIA,Intermediário Adjacente
410360,PR,CAMBARÁ,Urbano
410370,PR,CAMBÉ,Urbano
410380,PR,CAMBIRA,Urbano
410390,PR,CAMPINA DA LAGOA,Intermediário Adjacente
410395,PR,CAMPINA DO SIMÃO,Rural Adjacente
410400,PR,CAMPINA GRANDE DO SUL,Urbano
410405,PR,CAMPO BONITO,Rural Adjacente
410410,PR,CAMPO DO TENENTE,Rural Adjacente
410420,PR,CAMPO LARGO,Urbano
410425,PR,CAMPO MAGRO,Urbano
410430,PR,CAMPO MOURÃO,Urbano
410440,PR,CÂNDIDO DE ABREU,Rural Adjacente
410442,PR,CANDÓI,Rural Adjacente
410445,PR,CANTAGALO,Rural Adjacente
410450,PR,CAPANEMA,Rural Adjacente
410460,PR,CAPITÃO LEÔNIDAS MARQUES,Intermediário Adjacente
410465,PR,CARAMBEÍ,Urbano
410470,PR,CARLÓPOLIS,Rural Adjacente
410480,PR,CASCAVEL,Urbano
410490,PR,CASTRO,Urbano
410500,PR,CATANDUVAS,Rural Adjacente
410510,PR,CENTENÁRIO DO SUL,Intermediário Adjacente
410520,PR,CERRO AZUL,Rural Adjacente
410530,PR,CÉU AZUL,Rural Adjacente
410540,PR,CHOPINZINHO,Intermediário Adjacente
410550,PR,CIANORTE,Urbano
410560,PR,CIDADE GAÚCHA,Intermediário Adjacente
410570,PR,CLEVELÂNDIA,Urbano
410580,PR,COLOMBO,Urbano
410590,PR,COLORADO,Urbano
410600,PR,CONGONHINHAS,Rural Adjacente
410610,PR,CONSELHEIRO MAIRINCK,Rural Adjacente
410620,PR,CONTENDA,Urbano
